name,type,sponsoring_org,dates,iana_url
.pl,country-code,Research and Academic Computer Network,"Record last updated 2016-05-25.Registration date 1990-07-30.",https://www.iana.org/domains/root/db/pl.html
.place,generic,"Snow Galley, LLC","Record last updated 2015-06-29.Registration date 2014-06-05.",https://www.iana.org/domains/root/db/place.html
.play,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2015-06-04.",https://www.iana.org/domains/root/db/play.html
.playstation,generic,Sony Computer Entertainment Inc.,"Record last updated 2016-04-13.Registration date 2015-09-24.",https://www.iana.org/domains/root/db/playstation.html
.plumbing,generic,"Spring Tigers, LLC","Record last updated 2015-06-29.Registration date 2013-11-08.",https://www.iana.org/domains/root/db/plumbing.html
.plus,generic,"Sugar Mill, LLC","Record last updated 2015-06-29.Registration date 2015-03-12.",https://www.iana.org/domains/root/db/plus.html
.pm,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),"Record last updated 2016-01-25.Registration date 1997-08-20.",https://www.iana.org/domains/root/db/pm.html
.pn,country-code,Pitcairn Island Administration,"Record last updated 2011-05-20.Registration date 1997-07-10.",https://www.iana.org/domains/root/db/pn.html
.pnc,generic,"PNC Domain Co., LLC","Record last updated 2016-07-02.Registration date 2015-10-29.",https://www.iana.org/domains/root/db/pnc.html
.pohl,generic,Deutsche Vermögensberatung Aktiengesellschaft DVAG,"Record last updated 2016-01-27.Registration date 2014-09-18.",https://www.iana.org/domains/root/db/pohl.html
.poker,generic,Afilias Domains No. 5 Limited,"Record last updated 2015-08-21.Registration date 2014-09-04.",https://www.iana.org/domains/root/db/poker.html
.politie,generic,Politie Nederland,"Record last updated 2016-06-23.Registration date 2016-06-16.",https://www.iana.org/domains/root/db/politie.html
.porn,generic,ICM Registry PN LLC,"Record last updated 2014-12-08.Registration date 2014-11-26.",https://www.iana.org/domains/root/db/porn.html
.post,sponsored,Universal Postal Union,"Record last updated 2012-09-01.Registration date 2012-08-07.",https://www.iana.org/domains/root/db/post.html
.pr,country-code,Gauss Research Laboratory Inc.,"Record last updated 2015-09-15.Registration date 1989-08-27.",https://www.iana.org/domains/root/db/pr.html
.pramerica,generic,"Prudential Financial, Inc.","Record last updated 2016-07-28.Registration date 2016-07-14.",https://www.iana.org/domains/root/db/pramerica.html
.praxi,generic,Praxi S.p.A.,"Record last updated 2014-07-22.Registration date 2014-03-27.",https://www.iana.org/domains/root/db/praxi.html
.press,generic,DotPress Inc.,"Record last updated 2015-07-20.Registration date 2014-05-22.",https://www.iana.org/domains/root/db/press.html
.prime,generic,"Amazon Registry Services, Inc.","Record last updated 2016-06-14.Registration date 2016-05-19.",https://www.iana.org/domains/root/db/prime.html
.pro,generic-restricted,"Registry Services Corporation
dba RegistryPro","Record last updated 2016-05-27.Registration date 2002-05-08.",https://www.iana.org/domains/root/db/pro.html
.prod,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2014-08-23.",https://www.iana.org/domains/root/db/prod.html
.productions,generic,"Magic Birch, LLC","Record last updated 2015-06-29.Registration date 2014-02-06.",https://www.iana.org/domains/root/db/productions.html
.prof,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2014-09-04.",https://www.iana.org/domains/root/db/prof.html
.progressive,generic,Progressive Casualty Insurance Company,"Record last updated 2016-04-20.Registration date 2016-02-19.",https://www.iana.org/domains/root/db/progressive.html
.promo,generic,Afilias plc,"Record last updated 2016-01-01.Registration date 2015-12-18.",https://www.iana.org/domains/root/db/promo.html
.properties,generic,"Big Pass, LLC","Record last updated 2015-06-29.Registration date 2014-01-30.",https://www.iana.org/domains/root/db/properties.html
.property,generic,"Uniregistry, Corp.","Record last updated 2015-09-09.Registration date 2014-08-15.",https://www.iana.org/domains/root/db/property.html
.protection,generic,XYZ.COM LLC,"Record last updated 2016-02-24.Registration date 2015-08-13.",https://www.iana.org/domains/root/db/protection.html
.pru,generic,"Prudential Financial, Inc.","Record last updated 2016-07-28.Registration date 2016-07-14.",https://www.iana.org/domains/root/db/pru.html
.prudential,generic,"Prudential Financial, Inc.","Record last updated 2016-07-28.Registration date 2016-07-14.",https://www.iana.org/domains/root/db/prudential.html
.ps,country-code,"Ministry Of Telecommunications &
Information Technology,
Government Computer Center.","Record last updated 2013-02-15.Registration date 2000-03-22.",https://www.iana.org/domains/root/db/ps.html
.pt,country-code,Associação DNS.PT,"Record last updated 2016-04-13.Registration date 1988-06-30.",https://www.iana.org/domains/root/db/pt.html
.pub,generic,United TLD Holdco Ltd.,"Record last updated 2015-06-11.Registration date 2014-02-20.",https://www.iana.org/domains/root/db/pub.html
.pw,country-code,Micronesia Investment and Development Corporation,"Record last updated 2015-10-16.Registration date 1997-06-12.",https://www.iana.org/domains/root/db/pw.html
.pwc,generic,PricewaterhouseCoopers LLP,"Record last updated 2016-02-11.Registration date 2016-01-15.",https://www.iana.org/domains/root/db/pwc.html
.py,country-code,NIC-PY,"Record last updated 2016-08-04.Registration date 1991-09-09.",https://www.iana.org/domains/root/db/py.html
.qa,country-code,Communications Regulatory Authority,"Record last updated 2016-05-25.Registration date 1996-06-12.",https://www.iana.org/domains/root/db/qa.html
.qpon,generic,"dotCOOL, Inc.","Record last updated 2015-08-20.Registration date 2014-01-09.",https://www.iana.org/domains/root/db/qpon.html
.quebec,generic,PointQuébec Inc,"Record last updated 2015-09-12.Registration date 2014-03-13.",https://www.iana.org/domains/root/db/quebec.html
.quest,generic,Quest ION Limited,"Record last updated 2016-02-06.Registration date 2015-08-06.",https://www.iana.org/domains/root/db/quest.html
.qvc,generic,"QVC, Inc.","Record last updated 2016-08-04.Registration date 2016-07-21.",https://www.iana.org/domains/root/db/qvc.html
.racing,generic,Premier Registry Limited,"Record last updated 2015-07-02.Registration date 2015-03-26.",https://www.iana.org/domains/root/db/racing.html
.raid,generic,"Johnson Shareholdings, Inc.","Record last updated 2016-07-21.Registration date 2016-07-14.",https://www.iana.org/domains/root/db/raid.html
.re,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),"Record last updated 2016-01-25.Registration date 1997-04-07.",https://www.iana.org/domains/root/db/re.html
.read,generic,"Amazon Registry Services, Inc.","Record last updated 2016-06-14.Registration date 2015-11-12.",https://www.iana.org/domains/root/db/read.html
.realestate,generic,dotRealEstate LLC,"Record last updated 2016-05-23.Registration date 2016-04-28.",https://www.iana.org/domains/root/db/realestate.html
.realtor,generic,Real Estate Domains LLC,"Record last updated 2016-02-24.Registration date 2014-07-24.",https://www.iana.org/domains/root/db/realtor.html
.realty,generic,"Fegistry, LLC","Record last updated 2015-10-16.Registration date 2015-06-11.",https://www.iana.org/domains/root/db/realty.html
.recipes,generic,"Grand Island, LLC","Record last updated 2015-06-29.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/recipes.html
.red,generic,Afilias Limited,"Record last updated 2014-01-20.Registration date 2014-01-16.",https://www.iana.org/domains/root/db/red.html
.redstone,generic,"Redstone Haute Couture Co., Ltd.","Record last updated 2016-03-16.Registration date 2015-03-06.",https://www.iana.org/domains/root/db/redstone.html
.redumbrella,generic,"Travelers TLD, LLC","Record last updated 2015-12-11.Registration date 2015-11-20.",https://www.iana.org/domains/root/db/redumbrella.html
.rehab,generic,United TLD Holdco Ltd.,"Record last updated 2015-06-11.Registration date 2014-05-29.",https://www.iana.org/domains/root/db/rehab.html
.reise,generic,"Foggy Way, LLC","Record last updated 2015-07-10.Registration date 2014-05-15.",https://www.iana.org/domains/root/db/reise.html
.reisen,generic,"New Cypress, LLC","Record last updated 2015-06-30.Registration date 2014-04-03.",https://www.iana.org/domains/root/db/reisen.html
.reit,generic,"National Association of Real Estate Investment Trusts, Inc.","Record last updated 2015-10-21.Registration date 2014-10-23.",https://www.iana.org/domains/root/db/reit.html
.ren,generic,"Beijing Qianxiang Wangjing Technology Development Co., Ltd.","Record last updated 2014-03-27.Registration date 2014-02-28.",https://www.iana.org/domains/root/db/ren.html
.rent,generic,XYZ.COM LLC,"Record last updated 2015-10-21.Registration date 2015-04-02.",https://www.iana.org/domains/root/db/rent.html
.rentals,generic,"Big Hollow,LLC","Record last updated 2015-06-29.Registration date 2014-01-30.",https://www.iana.org/domains/root/db/rentals.html
.repair,generic,"Lone Sunset, LLC","Record last updated 2015-06-29.Registration date 2013-12-19.",https://www.iana.org/domains/root/db/repair.html
.report,generic,"Binky Glen, LLC","Record last updated 2015-06-29.Registration date 2014-01-30.",https://www.iana.org/domains/root/db/report.html
.republican,generic,United TLD Holdco Ltd.,"Record last updated 2015-06-11.Registration date 2014-05-29.",https://www.iana.org/domains/root/db/republican.html
.rest,generic,Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable,"Record last updated 2015-10-21.Registration date 2014-03-06.",https://www.iana.org/domains/root/db/rest.html
.restaurant,generic,"Snow Avenue, LLC","Record last updated 2015-06-29.Registration date 2014-07-31.",https://www.iana.org/domains/root/db/restaurant.html
.review,generic,dot Review Limited,"Record last updated 2015-07-02.Registration date 2015-02-05.",https://www.iana.org/domains/root/db/review.html
.reviews,generic,"United TLD Holdco, Ltd.","Record last updated 2015-06-11.Registration date 2014-02-06.",https://www.iana.org/domains/root/db/reviews.html
.rexroth,generic,Robert Bosch GMBH,"Record last updated 2016-02-22.Registration date 2015-12-17.",https://www.iana.org/domains/root/db/rexroth.html
.rich,generic,"I-REGISTRY Ltd., Niederlassung Deutschland","Record last updated 2014-01-20.Registration date 2014-01-16.",https://www.iana.org/domains/root/db/rich.html
.richardli,generic,Pacific Century Asset Management (HK) Limited,"Record last updated 2016-05-11.Registration date 2016-04-15.",https://www.iana.org/domains/root/db/richardli.html
.ricoh,generic,"Ricoh Company, Ltd.","Record last updated 2016-03-11.Registration date 2015-03-06.",https://www.iana.org/domains/root/db/ricoh.html
.rightathome,generic,"Johnson Shareholdings, Inc.","Record last updated 2016-07-21.Registration date 2016-07-14.",https://www.iana.org/domains/root/db/rightathome.html
.rio,generic,Empresa Municipal de Informática SA - IPLANRIO,"Record last updated 2014-05-22.Registration date 2014-05-15.",https://www.iana.org/domains/root/db/rio.html
.rip,generic,United TLD Holdco Ltd.,"Record last updated 2015-06-11.Registration date 2014-10-09.",https://www.iana.org/domains/root/db/rip.html
.ro,country-code,National Institute for R&D in Informatics,"Record last updated 2016-06-06.Registration date 1993-02-26.",https://www.iana.org/domains/root/db/ro.html
.rocher,generic,Ferrero Trading Lux S.A.,"Record last updated 2015-11-09.Registration date 2015-09-10.",https://www.iana.org/domains/root/db/rocher.html
.rocks,generic,"United TLD Holdco, LTD.","Record last updated 2015-06-11.Registration date 2014-01-16.",https://www.iana.org/domains/root/db/rocks.html
.rodeo,generic,Top Level Domain Holdings Limited,"Record last updated 2016-04-16.Registration date 2014-02-28.",https://www.iana.org/domains/root/db/rodeo.html
.room,generic,"Amazon Registry Services, Inc.","Record last updated 2016-06-14.Registration date 2015-11-12.",https://www.iana.org/domains/root/db/room.html
.rs,country-code,Serbian National Internet Domain Registry (RNIDS),"Record last updated 2015-08-27.Registration date 2007-09-24.",https://www.iana.org/domains/root/db/rs.html
.rsvp,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2014-08-23.",https://www.iana.org/domains/root/db/rsvp.html
.ru,country-code,Coordination Center for TLD RU,"Record last updated 2016-08-02.Registration date 1994-04-07.",https://www.iana.org/domains/root/db/ru.html
.ruhr,generic,regiodot GmbH & Co. KG,"Record last updated 2015-07-07.Registration date 2013-11-25.",https://www.iana.org/domains/root/db/ruhr.html
.run,generic,"Snow Park, LLC","Record last updated 2015-06-29.Registration date 2015-04-30.",https://www.iana.org/domains/root/db/run.html
.rw,country-code,Rwanda Information Communication and Technology Association (RICTA),"Record last updated 2016-04-28.Registration date 1996-10-21.",https://www.iana.org/domains/root/db/rw.html
.rwe,generic,RWE AG,"Record last updated 2016-02-19.Registration date 2015-10-01.",https://www.iana.org/domains/root/db/rwe.html
.ryukyu,generic,"BRregistry, Inc.","Record last updated 2016-06-15.Registration date 2014-03-13.",https://www.iana.org/domains/root/db/ryukyu.html
.sa,country-code,Communications and Information Technology Commission,"Record last updated 2016-06-17.Registration date 1994-05-17.",https://www.iana.org/domains/root/db/sa.html
.saarland,generic,dotSaarland GmbH,"Record last updated 2016-01-30.Registration date 2014-03-20.",https://www.iana.org/domains/root/db/saarland.html
.safe,generic,"Amazon Registry Services, Inc.","Record last updated 2016-06-14.Registration date 2015-11-12.",https://www.iana.org/domains/root/db/safe.html
.safety,generic,"Safety Registry Services, LLC.","Record last updated 2015-12-24.Registration date 2015-04-23.",https://www.iana.org/domains/root/db/safety.html
.sakura,generic,SAKURA Internet Inc.,"Record last updated 2015-12-29.Registration date 2015-06-04.",https://www.iana.org/domains/root/db/sakura.html
