name,type,sponsoring_org,iana_url
.vin,generic,"Holly Shadow, LLC",https://www.iana.org/domains/root/db/vin.html
.vip,generic,Minds + Machines Group Limited,https://www.iana.org/domains/root/db/vip.html
.virgin,generic,Virgin Enterprises Limited,https://www.iana.org/domains/root/db/virgin.html
.visa,generic,Visa Worldwide Pte. Limited,https://www.iana.org/domains/root/db/visa.html
.vision,generic,"Koko Station, LLC",https://www.iana.org/domains/root/db/vision.html
.vista,generic,Vistaprint Limited,https://www.iana.org/domains/root/db/vista.html
.vistaprint,generic,Vistaprint Limited,https://www.iana.org/domains/root/db/vistaprint.html
.viva,generic,Saudi Telecom Company,https://www.iana.org/domains/root/db/viva.html
.vivo,generic,Telefonica Brasil S.A.,https://www.iana.org/domains/root/db/vivo.html
.vlaanderen,generic,DNS.be vzw,https://www.iana.org/domains/root/db/vlaanderen.html
.vn,country-code,Ministry of Information and Communications of Socialist Republic of Viet Nam,https://www.iana.org/domains/root/db/vn.html
.vodka,generic,Top Level Domain Holdings Limited,https://www.iana.org/domains/root/db/vodka.html
.volkswagen,generic,Volkswagen Group of America Inc.,https://www.iana.org/domains/root/db/volkswagen.html
.vote,generic,Monolith Registry LLC,https://www.iana.org/domains/root/db/vote.html
.voting,generic,Valuetainment Corp.,https://www.iana.org/domains/root/db/voting.html
.voto,generic,Monolith Registry LLC,https://www.iana.org/domains/root/db/voto.html
.voyage,generic,"Ruby House, LLC",https://www.iana.org/domains/root/db/voyage.html
.vu,country-code,Telecom Vanuatu Limited,https://www.iana.org/domains/root/db/vu.html
.vuelos,generic,Travel Reservations SRL,https://www.iana.org/domains/root/db/vuelos.html
.wales,generic,Nominet UK,https://www.iana.org/domains/root/db/wales.html
.walmart,generic,"Wal-Mart Stores, Inc.",https://www.iana.org/domains/root/db/walmart.html
.walter,generic,Sandvik AB,https://www.iana.org/domains/root/db/walter.html
.wang,generic,Zodiac Registry Limited,https://www.iana.org/domains/root/db/wang.html
.wanggou,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/wanggou.html
.warman,generic,Weir Group IP Limited,https://www.iana.org/domains/root/db/warman.html
.watch,generic,"Sand Shadow, LLC",https://www.iana.org/domains/root/db/watch.html
.watches,generic,Richemont DNS Inc.,https://www.iana.org/domains/root/db/watches.html
.weather,generic,"The Weather Channel, LLC",https://www.iana.org/domains/root/db/weather.html
.weatherchannel,generic,"The Weather Channel, LLC",https://www.iana.org/domains/root/db/weatherchannel.html
.webcam,generic,dot Webcam Limited,https://www.iana.org/domains/root/db/webcam.html
.weber,generic,Saint-Gobain Weber SA,https://www.iana.org/domains/root/db/weber.html
.website,generic,DotWebsite Inc.,https://www.iana.org/domains/root/db/website.html
.wed,generic,"Atgron, Inc.",https://www.iana.org/domains/root/db/wed.html
.wedding,generic,Top Level Domain Holdings Limited,https://www.iana.org/domains/root/db/wedding.html
.weibo,generic,Sina Corporation,https://www.iana.org/domains/root/db/weibo.html
.weir,generic,Weir Group IP Limited,https://www.iana.org/domains/root/db/weir.html
.wf,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),https://www.iana.org/domains/root/db/wf.html
.whoswho,generic,Who's Who Registry,https://www.iana.org/domains/root/db/whoswho.html
.wien,generic,punkt.wien GmbH,https://www.iana.org/domains/root/db/wien.html
.wiki,generic,"Top Level Design, LLC",https://www.iana.org/domains/root/db/wiki.html
.williamhill,generic,William Hill Organization Limited,https://www.iana.org/domains/root/db/williamhill.html
.win,generic,First Registry Limited,https://www.iana.org/domains/root/db/win.html
.windows,generic,Microsoft Corporation,https://www.iana.org/domains/root/db/windows.html
.wine,generic,"June Station, LLC",https://www.iana.org/domains/root/db/wine.html
.winners,generic,"The TJX Companies, Inc.",https://www.iana.org/domains/root/db/winners.html
.wme,generic,"William Morris Endeavor Entertainment, LLC",https://www.iana.org/domains/root/db/wme.html
.wolterskluwer,generic,Wolters Kluwer N.V.,https://www.iana.org/domains/root/db/wolterskluwer.html
.woodside,generic,Woodside Petroleum Limited,https://www.iana.org/domains/root/db/woodside.html
.work,generic,Top Level Domain Holdings Limited,https://www.iana.org/domains/root/db/work.html
.works,generic,"Little Dynamite, LLC",https://www.iana.org/domains/root/db/works.html
.world,generic,"Bitter Fields, LLC",https://www.iana.org/domains/root/db/world.html
.ws,country-code,Government of Samoa Ministry of Foreign Affairs & Trade,https://www.iana.org/domains/root/db/ws.html
.wtc,generic,"World Trade Centers Association, Inc.",https://www.iana.org/domains/root/db/wtc.html
.wtf,generic,"Hidden Way, LLC",https://www.iana.org/domains/root/db/wtf.html
.xbox,generic,Microsoft Corporation,https://www.iana.org/domains/root/db/xbox.html
.xerox,generic,Xerox DNHC LLC,https://www.iana.org/domains/root/db/xerox.html
.xfinity,generic,"Comcast IP Holdings I, LLC",https://www.iana.org/domains/root/db/xfinity.html
.xihuan,generic,QIHOO 360 TECHNOLOGY CO. LTD.,https://www.iana.org/domains/root/db/xihuan.html
.xin,generic,Elegant Leader Limited,https://www.iana.org/domains/root/db/xin.html
.测试,test,Internet Assigned Numbers Authority,https://www.iana.org/domains/root/db/xn--0zwm56d.html
.कॉम,generic,VeriSign Sarl,https://www.iana.org/domains/root/db/xn--11b4c3d.html
.परीक्षा,test,Internet Assigned Numbers Authority,https://www.iana.org/domains/root/db/xn--11b5bs3a9aj6g.html
.セール,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/xn--1ck2e1b.html
.佛山,generic,"Guangzhou YU Wei Information Technology Co., Ltd.",https://www.iana.org/domains/root/db/xn--1qqw23a.html
.ಭಾರತ,country-code,Not assigned,https://www.iana.org/domains/root/db/xn--2scrj9c.html
.慈善,generic,Excellent First Limited,https://www.iana.org/domains/root/db/xn--30rr7y.html
.集团,generic,Eagle Horizon Limited,https://www.iana.org/domains/root/db/xn--3bst00m.html
.在线,generic,TLD REGISTRY LIMITED,https://www.iana.org/domains/root/db/xn--3ds443g.html
.한국,country-code,KISA (Korea Internet & Security Agency),https://www.iana.org/domains/root/db/xn--3e0b707e.html
.ଭାରତ,country-code,Not assigned,https://www.iana.org/domains/root/db/xn--3hcrj9c.html
.大众汽车,generic,"Volkswagen (China) Investment Co., Ltd.",https://www.iana.org/domains/root/db/xn--3oq18vl8pn36a.html
.点看,generic,VeriSign Sarl,https://www.iana.org/domains/root/db/xn--3pxu8k.html
.คอม,generic,VeriSign Sarl,https://www.iana.org/domains/root/db/xn--42c2d9a.html
.ভাৰত,country-code,Not assigned,https://www.iana.org/domains/root/db/xn--45br5cyl.html
.ভারত,country-code,National Internet Exchange of India,https://www.iana.org/domains/root/db/xn--45brj9c.html
.八卦,generic,Zodiac Scorpio Limited,https://www.iana.org/domains/root/db/xn--45q11c.html
‏.موقع‎,generic,Suhub Electronic Establishment,https://www.iana.org/domains/root/db/xn--4gbrim.html
.বাংলা,country-code,Not assigned,https://www.iana.org/domains/root/db/xn--54b7fta0cc.html
.公益,generic,China Organizational Name Administration Center,https://www.iana.org/domains/root/db/xn--55qw42g.html
.公司,generic,Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）,https://www.iana.org/domains/root/db/xn--55qx5d.html
.香格里拉,generic,Shangri‐La International Hotel Management Limited,https://www.iana.org/domains/root/db/xn--5su34j936bgsg.html
.网站,generic,Global Website TLD Asia Limited,https://www.iana.org/domains/root/db/xn--5tzm5g.html
.移动,generic,Afilias Limited,https://www.iana.org/domains/root/db/xn--6frz82g.html
.我爱你,generic,Tycoon Treasure Limited,https://www.iana.org/domains/root/db/xn--6qq986b3xl.html
.москва,generic,Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID),https://www.iana.org/domains/root/db/xn--80adxhks.html
.испытание,test,Internet Assigned Numbers Authority,https://www.iana.org/domains/root/db/xn--80akhbyknj4f.html
.қаз,country-code,Association of IT Companies of Kazakhstan,https://www.iana.org/domains/root/db/xn--80ao21a.html
.онлайн,generic,CORE Association,https://www.iana.org/domains/root/db/xn--80asehdb.html
.сайт,generic,CORE Association,https://www.iana.org/domains/root/db/xn--80aswg.html
.联通,generic,China United Network Communications Corporation Limited,https://www.iana.org/domains/root/db/xn--8y0a063a.html
.срб,country-code,Serbian National Internet Domain Registry (RNIDS),https://www.iana.org/domains/root/db/xn--90a3ac.html
.бг,country-code,Imena.BG Plc (NAMES.BG Plc),https://www.iana.org/domains/root/db/xn--90ae.html
.бел,country-code,"Reliable Software, Ltd.",https://www.iana.org/domains/root/db/xn--90ais.html
‏.קום‎,generic,VeriSign Sarl,https://www.iana.org/domains/root/db/xn--9dbq2a.html
.时尚,generic,RISE VICTORY LIMITED,https://www.iana.org/domains/root/db/xn--9et52u.html
.微博,generic,Sina Corporation,https://www.iana.org/domains/root/db/xn--9krt00a.html
.테스트,test,Internet Assigned Numbers Authority,https://www.iana.org/domains/root/db/xn--9t4b11yi5a.html
.淡马锡,generic,Temasek Holdings (Private) Limited,https://www.iana.org/domains/root/db/xn--b4w605ferd.html
.ファッション,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/xn--bck1b9a5dre4c.html
.орг,generic,Public Interest Registry,https://www.iana.org/domains/root/db/xn--c1avg.html
.नेट,generic,VeriSign Sarl,https://www.iana.org/domains/root/db/xn--c2br7g.html
.ストア,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/xn--cck2b3b.html
.삼성,generic,"SAMSUNG SDS CO., LTD",https://www.iana.org/domains/root/db/xn--cg4bki.html
.சிங்கப்பூர்,country-code,Singapore Network Information Centre (SGNIC) Pte Ltd,https://www.iana.org/domains/root/db/xn--clchc0ea0b2g2a9gcd.html
.商标,generic,HU YI GLOBAL INFORMATION RESOURCES(HOLDING) COMPANY.HONGKONG LIMITED,https://www.iana.org/domains/root/db/xn--czr694b.html
.商店,generic,"Wild Island, LLC",https://www.iana.org/domains/root/db/xn--czrs0t.html
.商城,generic,Zodiac Aquarius Limited,https://www.iana.org/domains/root/db/xn--czru2d.html
.дети,generic,The Foundation for Network Initiatives “The Smart Internet”,https://www.iana.org/domains/root/db/xn--d1acj3b.html
.мкд,country-code,Macedonian Academic Research Network Skopje,https://www.iana.org/domains/root/db/xn--d1alf.html
‏.טעסט‎,test,Internet Assigned Numbers Authority,https://www.iana.org/domains/root/db/xn--deba0ad.html
.ею,country-code,EURid vzw/asbl,https://www.iana.org/domains/root/db/xn--e1a4c.html
.ポイント,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/xn--eckvdtc9d.html
.新闻,generic,Xinhua News Agency Guangdong Branch 新华通讯社广东分社,https://www.iana.org/domains/root/db/xn--efvy88h.html
.工行,generic,Industrial and Commercial Bank of China Limited,https://www.iana.org/domains/root/db/xn--estv75g.html
.家電,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/xn--fct429k.html
‏.كوم‎,generic,VeriSign Sarl,https://www.iana.org/domains/root/db/xn--fhbei.html
.中文网,generic,TLD REGISTRY LIMITED,https://www.iana.org/domains/root/db/xn--fiq228c5hs.html
.中信,generic,CITIC Group Corporation,https://www.iana.org/domains/root/db/xn--fiq64b.html
.中国,country-code,China Internet Network Information Center (CNNIC),https://www.iana.org/domains/root/db/xn--fiqs8s.html
.中國,country-code,China Internet Network Information Center (CNNIC),https://www.iana.org/domains/root/db/xn--fiqz9s.html
.娱乐,generic,"Will Bloom, LLC",https://www.iana.org/domains/root/db/xn--fjq720a.html
.谷歌,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/xn--flw351e.html
.భారత్,country-code,National Internet Exchange of India,https://www.iana.org/domains/root/db/xn--fpcrj9c3d.html
.ලංකා,country-code,LK Domain Registry,https://www.iana.org/domains/root/db/xn--fzc2c9e2c.html
.電訊盈科,generic,PCCW Enterprises Limited,https://www.iana.org/domains/root/db/xn--fzys8d69uvgm.html
.购物,generic,Minds + Machines Group Limited,https://www.iana.org/domains/root/db/xn--g2xx48c.html
.測試,test,Internet Assigned Numbers Authority,https://www.iana.org/domains/root/db/xn--g6w251d.html
.クラウド,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/xn--gckr3f0f.html
.ભારત,country-code,National Internet Exchange of India,https://www.iana.org/domains/root/db/xn--gecrj9c.html
.भारतम्,country-code,Not assigned,https://www.iana.org/domains/root/db/xn--h2breg3eve.html
.भारत,country-code,National Internet Exchange of India,https://www.iana.org/domains/root/db/xn--h2brj9c.html
.भारोत,country-code,Not assigned,https://www.iana.org/domains/root/db/xn--h2brj9c8c.html
‏.آزمایشی‎,test,Internet Assigned Numbers Authority,https://www.iana.org/domains/root/db/xn--hgbk6aj7f53bba.html
.பரிட்சை,test,Internet Assigned Numbers Authority,https://www.iana.org/domains/root/db/xn--hlcj6aya9esc7a.html
.网店,generic,Zodiac Libra Limited,https://www.iana.org/domains/root/db/xn--hxt814e.html
.संगठन,generic,Public Interest Registry,https://www.iana.org/domains/root/db/xn--i1b6b1a6a2e.html
.餐厅,generic,HU YI GLOBAL INFORMATION RESOURCES (HOLDING) COMPANY. HONGKONG LIMITED,https://www.iana.org/domains/root/db/xn--imr513n.html
.网络,generic,Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）,https://www.iana.org/domains/root/db/xn--io0a7i.html
.ком,generic,VeriSign Sarl,https://www.iana.org/domains/root/db/xn--j1aef.html
.укр,country-code,"Ukrainian Network Information Centre (UANIC), Inc.",https://www.iana.org/domains/root/db/xn--j1amh.html
.香港,country-code,Hong Kong Internet Registration Corporation Ltd.,https://www.iana.org/domains/root/db/xn--j6w193g.html
.诺基亚,generic,Nokia Corporation,https://www.iana.org/domains/root/db/xn--jlq61u9w7b.html
.食品,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/xn--jvr189m.html
.δοκιμή,test,Internet Assigned Numbers Authority,https://www.iana.org/domains/root/db/xn--jxalpdlp.html
.飞利浦,generic,Koninklijke Philips N.V.,https://www.iana.org/domains/root/db/xn--kcrx77d1x4a.html
‏.إختبار‎,test,Internet Assigned Numbers Authority,https://www.iana.org/domains/root/db/xn--kgbechtv.html
.台湾,country-code,Taiwan Network Information Center (TWNIC),https://www.iana.org/domains/root/db/xn--kprw13d.html
.台灣,country-code,Taiwan Network Information Center (TWNIC),https://www.iana.org/domains/root/db/xn--kpry57d.html
.手表,generic,Richemont DNS Inc.,https://www.iana.org/domains/root/db/xn--kpu716f.html
.手机,generic,"Beijing RITT-Net Technology Development Co., Ltd",https://www.iana.org/domains/root/db/xn--kput3i.html
.мон,country-code,"Datacom Co.,Ltd",https://www.iana.org/domains/root/db/xn--l1acc.html
‏.الجزائر‎,country-code,CERIST,https://www.iana.org/domains/root/db/xn--lgbbat1ad8j.html
‏.عمان‎,country-code,Telecommunications Regulatory Authority (TRA),https://www.iana.org/domains/root/db/xn--mgb9awbf.html
‏.ارامكو‎,generic,Aramco Services Company,https://www.iana.org/domains/root/db/xn--mgba3a3ejt.html
‏.ایران‎,country-code,Institute for Research in Fundamental Sciences (IPM),https://www.iana.org/domains/root/db/xn--mgba3a4f16a.html
‏.العليان‎,generic,Crescent Holding GmbH,https://www.iana.org/domains/root/db/xn--mgba7c0bbn0a.html
‏.امارات‎,country-code,Telecommunications Regulatory Authority (TRA),https://www.iana.org/domains/root/db/xn--mgbaam7a8h.html
‏.بازار‎,generic,CORE Association,https://www.iana.org/domains/root/db/xn--mgbab2bd.html
‏.پاکستان‎,country-code,Not assigned,https://www.iana.org/domains/root/db/xn--mgbai9azgqp6j.html
‏.الاردن‎,country-code,National Information Technology Center (NITC),https://www.iana.org/domains/root/db/xn--mgbayh7gpa.html
‏.موبايلي‎,generic,GreenTech Consultancy Company W.L.L.,https://www.iana.org/domains/root/db/xn--mgbb9fbpob.html
‏.بارت‎,country-code,Not assigned,https://www.iana.org/domains/root/db/xn--mgbbh1a.html
‏.بھارت‎,country-code,National Internet Exchange of India,https://www.iana.org/domains/root/db/xn--mgbbh1a71e.html
‏.المغرب‎,country-code,Agence Nationale de Réglementation des Télécommunications (ANRT),https://www.iana.org/domains/root/db/xn--mgbc0a9azcg.html
‏.ابوظبي‎,generic,Abu Dhabi Systems and Information Centre,https://www.iana.org/domains/root/db/xn--mgbca7dzdo.html
‏.السعودية‎,country-code,Communications and Information Technology Commission,https://www.iana.org/domains/root/db/xn--mgberp4a5d4ar.html
‏.ڀارت‎,country-code,Not assigned,https://www.iana.org/domains/root/db/xn--mgbgu82a.html
‏.سودان‎,country-code,Sudan Internet Society,https://www.iana.org/domains/root/db/xn--mgbpl2fh.html
‏.همراه‎,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,https://www.iana.org/domains/root/db/xn--mgbt3dhd.html
‏.عراق‎,country-code,Communications and Media Commission (CMC),https://www.iana.org/domains/root/db/xn--mgbtx2b.html
‏.مليسيا‎,country-code,MYNIC Berhad,https://www.iana.org/domains/root/db/xn--mgbx4cd0ab.html
.澳門,country-code,Bureau of Telecommunications Regulation (DSRT),https://www.iana.org/domains/root/db/xn--mix891f.html
.닷컴,generic,VeriSign Sarl,https://www.iana.org/domains/root/db/xn--mk1bu44c.html
.政府,generic,"Net-Chinese Co., Ltd.",https://www.iana.org/domains/root/db/xn--mxtq1m.html
‏.شبكة‎,generic,International Domain Registry Pty. Ltd.,https://www.iana.org/domains/root/db/xn--ngbc5azd.html
‏.بيتك‎,generic,Kuwait Finance House,https://www.iana.org/domains/root/db/xn--ngbe9e0a.html
.გე,country-code,Information Technologies Development Center (ITDC),https://www.iana.org/domains/root/db/xn--node.html
.机构,generic,Public Interest Registry,https://www.iana.org/domains/root/db/xn--nqv7f.html
.组织机构,generic,Public Interest Registry,https://www.iana.org/domains/root/db/xn--nqv7fs00ema.html
.健康,generic,Stable Tone Limited,https://www.iana.org/domains/root/db/xn--nyqy26a.html
.ไทย,country-code,Thai Network Information Center Foundation,https://www.iana.org/domains/root/db/xn--o3cw4h.html
‏.سورية‎,country-code,National Agency for Network Services (NANS),https://www.iana.org/domains/root/db/xn--ogbpf8fl.html
.рус,generic,Rusnames Limited,https://www.iana.org/domains/root/db/xn--p1acf.html
.рф,country-code,Coordination Center for TLD RU,https://www.iana.org/domains/root/db/xn--p1ai.html
.珠宝,generic,Richemont DNS Inc.,https://www.iana.org/domains/root/db/xn--pbt977c.html
‏.تونس‎,country-code,Agence Tunisienne d'Internet,https://www.iana.org/domains/root/db/xn--pgbs0dh.html
.大拿,generic,VeriSign Sarl,https://www.iana.org/domains/root/db/xn--pssy2u.html
.みんな,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/xn--q9jyb4c.html
.グーグル,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/xn--qcka1pmc.html
.ελ,country-code,ICS-FORTH GR,https://www.iana.org/domains/root/db/xn--qxam.html
.世界,generic,Stable Tone Limited,https://www.iana.org/domains/root/db/xn--rhqv96g.html
.書籍,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/xn--rovu88b.html
.ഭാരതം,country-code,Not assigned,https://www.iana.org/domains/root/db/xn--rvc1e0am3e.html
.ਭਾਰਤ,country-code,National Internet Exchange of India,https://www.iana.org/domains/root/db/xn--s9brj9c.html
.网址,generic,"KNET Co., Ltd",https://www.iana.org/domains/root/db/xn--ses554g.html
.닷넷,generic,VeriSign Sarl,https://www.iana.org/domains/root/db/xn--t60b56a.html
.コム,generic,VeriSign Sarl,https://www.iana.org/domains/root/db/xn--tckwe.html
.游戏,generic,"Spring Fields, LLC",https://www.iana.org/domains/root/db/xn--unup4y.html
.vermögensberater,generic,Deutsche Vermögensberatung Aktiengesellschaft DVAG,https://www.iana.org/domains/root/db/xn--vermgensberater-ctb.html
.vermögensberatung,generic,Deutsche Vermögensberatung Aktiengesellschaft DVAG,https://www.iana.org/domains/root/db/xn--vermgensberatung-pwb.html
.企业,generic,"Dash McCook, LLC",https://www.iana.org/domains/root/db/xn--vhquv.html
.信息,generic,"Beijing Tele-info Network Technology Co., Ltd.",https://www.iana.org/domains/root/db/xn--vuq861b.html
.嘉里大酒店,generic,Kerry Trading Co. Limited,https://www.iana.org/domains/root/db/xn--w4r85el8fhu5dnra.html
.嘉里,generic,Kerry Trading Co. Limited,https://www.iana.org/domains/root/db/xn--w4rs40l.html
‏.مصر‎,country-code,National Telecommunication Regulatory Authority - NTRA,https://www.iana.org/domains/root/db/xn--wgbh1c.html
‏.قطر‎,country-code,Communications Regulatory Authority,https://www.iana.org/domains/root/db/xn--wgbl6a.html
.广东,generic,"Guangzhou YU Wei Information Technology Co., Ltd.",https://www.iana.org/domains/root/db/xn--xhq521b.html
.இலங்கை,country-code,LK Domain Registry,https://www.iana.org/domains/root/db/xn--xkc2al3hye2a.html
.இந்தியா,country-code,National Internet Exchange of India,https://www.iana.org/domains/root/db/xn--xkc2dl3a5ee0h.html
.հայ,country-code,"""Internet Society"" Non-governmental Organization",https://www.iana.org/domains/root/db/xn--y9a3aq.html
.新加坡,country-code,Singapore Network Information Centre (SGNIC) Pte Ltd,https://www.iana.org/domains/root/db/xn--yfro4i67o.html
‏.فلسطين‎,country-code,Ministry of Telecom & Information Technology (MTIT),https://www.iana.org/domains/root/db/xn--ygbi2ammx.html
.テスト,test,Internet Assigned Numbers Authority,https://www.iana.org/domains/root/db/xn--zckzah.html
.政务,generic,China Organizational Name Administration Center,https://www.iana.org/domains/root/db/xn--zfr164b.html
.xperia,generic,Sony Mobile Communications AB,https://www.iana.org/domains/root/db/xperia.html
.xxx,sponsored,ICM Registry LLC,https://www.iana.org/domains/root/db/xxx.html
.xyz,generic,XYZ.COM LLC,https://www.iana.org/domains/root/db/xyz.html
.yachts,generic,"DERYachts, LLC",https://www.iana.org/domains/root/db/yachts.html
.yahoo,generic,Yahoo! Domain Services Inc.,https://www.iana.org/domains/root/db/yahoo.html
.yamaxun,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/yamaxun.html
.yandex,generic,"YANDEX, LLC",https://www.iana.org/domains/root/db/yandex.html
.ye,country-code,TeleYemen,https://www.iana.org/domains/root/db/ye.html
.yodobashi,generic,"YODOBASHI CAMERA CO.,LTD.",https://www.iana.org/domains/root/db/yodobashi.html
.yoga,generic,Top Level Domain Holdings Limited,https://www.iana.org/domains/root/db/yoga.html
.yokohama,generic,"GMO Registry, Inc.",https://www.iana.org/domains/root/db/yokohama.html
.you,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/you.html
.youtube,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/youtube.html
.yt,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),https://www.iana.org/domains/root/db/yt.html
.yun,generic,QIHOO 360 TECHNOLOGY CO. LTD.,https://www.iana.org/domains/root/db/yun.html
.za,country-code,ZA Domain Name Authority,https://www.iana.org/domains/root/db/za.html
.zappos,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/zappos.html
.zara,generic,"Industria de Diseño Textil, S.A. (INDITEX, S.A.)",https://www.iana.org/domains/root/db/zara.html
.zero,generic,"Amazon Registry Services, Inc.",https://www.iana.org/domains/root/db/zero.html
.zip,generic,Charleston Road Registry Inc.,https://www.iana.org/domains/root/db/zip.html
.zippo,generic,Zadco Company,https://www.iana.org/domains/root/db/zippo.html
.zm,country-code,Zambia Information and Communications Technology Authority (ZICTA),https://www.iana.org/domains/root/db/zm.html
.zone,generic,"Outer Falls, LLC",https://www.iana.org/domains/root/db/zone.html
.zuerich,generic,Kanton Zürich (Canton of Zurich),https://www.iana.org/domains/root/db/zuerich.html
.zw,country-code,Postal and Telecommunications Regulatory Authority of Zimbabwe (POTRAZ),https://www.iana.org/domains/root/db/zw.html
